timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779998164826,536,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,535,0,2
1779998165362,568,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,568,0,1
1779998165930,561,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,561,0,0
1779998166492,563,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,563,0,1
1779998167055,555,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,555,0,1
1779998167610,596,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,596,0,1
1779998168206,561,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,561,0,0
1779998168767,563,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,563,0,1
1779998169331,638,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,638,0,0
1779998169969,598,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,598,0,1
1779998170568,568,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,568,0,1
1779998171136,559,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,559,0,1
1779998171695,579,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,579,0,1
1779998172274,604,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,604,0,1
1779998172878,596,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,596,0,1
1779998173474,609,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,609,0,1
1779998174084,596,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,596,0,0
1779998174680,609,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,609,0,1
1779998175290,655,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,654,0,0
1779998175945,592,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,592,0,1
1779998176537,592,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,592,0,1
1779998177129,596,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,596,0,1
1779998177726,572,HTTP Request,200,OK,jp@gc - Stepping Thread Group 1-1,text,true,,231,158,1,1,http://localhost:8081/?token=518503851&user=-1355219175&config=3,572,0,1
