timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779972307002,548,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,3,9,http://localhost:8081/?token=518503851&user=-1355219175&config=3,548,0,1
1779972307201,570,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,4,12,http://localhost:8081/?token=518503851&user=-1355219175&config=3,570,0,1
1779972307401,549,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,549,0,1
1779972307602,553,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,553,0,1
1779972307802,557,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,557,0,0
1779972308502,519,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,519,0,0
1779972308701,530,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,530,0,0
1779972308902,524,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,524,0,0
1779972309102,539,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,538,0,0
1779972309302,527,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,527,0,0
1779972310004,532,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,532,0,0
1779972310201,535,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,535,0,0
1779972310400,539,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,539,0,0
1779972310604,539,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,539,0,0
1779972310802,540,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,540,0,0
1779972311502,549,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,549,0,0
1779972311701,553,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,553,0,0
1779972311901,550,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,550,0,0
1779972312104,557,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,557,0,0
1779972312302,559,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,559,0,0
1779972313001,560,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,560,0,0
1779972313201,565,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,565,0,0
1779972313400,576,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,576,0,0
1779972313603,568,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,568,0,0
1779972313803,571,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,571,0,0
1779972314502,581,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,581,0,0
1779972314701,580,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,580,0,0
1779972314901,584,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,584,0,0
1779972315102,588,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,588,0,0
1779972315302,598,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,598,0,0
1779972316002,615,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,615,0,0
1779972316201,599,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,599,0,0
1779972316401,607,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,607,0,0
1779972316602,606,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,606,0,0
1779972316801,613,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,613,0,0
1779972317502,608,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,608,0,0
1779972317702,603,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,603,0,0
1779972317901,609,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,609,0,0
1779972318103,611,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,611,0,0
1779972318303,621,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,621,0,0
1779972319002,603,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,603,0,0
1779972319201,612,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,612,0,0
1779972319400,614,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,614,0,0
1779972319602,606,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,606,0,0
1779972319801,608,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,608,0,0
1779972320502,605,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,605,0,0
1779972320700,611,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,611,0,0
1779972320902,606,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,606,0,0
1779972321104,655,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,655,0,0
1779972321301,613,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,613,0,0
1779972322004,602,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,602,0,0
1779972322201,602,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,602,0,0
1779972322401,617,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,617,0,0
1779972322602,621,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,621,0,0
1779972322801,607,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,607,0,0
1779972323502,603,HTTP Request,200,OK,Thread Group #3 3-1,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,603,0,0
1779972323701,605,HTTP Request,200,OK,Thread Group #3 3-2,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,605,0,0
1779972323902,602,HTTP Request,200,OK,Thread Group #3 3-3,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,602,0,0
1779972324101,619,HTTP Request,200,OK,Thread Group #3 3-4,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,619,0,0
1779972324301,608,HTTP Request,200,OK,Thread Group #3 3-5,text,true,,231,158,5,15,http://localhost:8081/?token=518503851&user=-1355219175&config=3,608,0,0
